,Foundation.URI,Code,Title,DepthInKind,isLeaf,icd_code
6279,http://id.who.int/icd/entity/1890698277,BC63.20,Congenital complete atrioventricular block,3,TRUE,BC63.20 - Congenital complete atrioventricular block
6280,http://id.who.int/icd/entity/1332488534,BC63.21,Acquired complete atrioventricular block,3,TRUE,BC63.21 - Acquired complete atrioventricular block
6281,,BC63.2Z,"Complete atrioventricular block, unspecified",3,TRUE,"BC63.2Z - Complete atrioventricular block, unspecified"
6282,http://id.who.int/icd/entity/1434611572,BC63.3,Right bundle branch block,2,TRUE,BC63.3 - Right bundle branch block
6283,http://id.who.int/icd/entity/1553795531,BC63.4,Left bundle branch block,2,FALSE,BC63.4 - Left bundle branch block
6284,http://id.who.int/icd/entity/1392127114,BC63.40,Left anterior fascicular block,3,TRUE,BC63.40 - Left anterior fascicular block
6285,http://id.who.int/icd/entity/934404384,BC63.41,Left posterior fascicular block,3,TRUE,BC63.41 - Left posterior fascicular block
6286,,BC63.4Z,"Left bundle branch block, fascicle unspecified",3,TRUE,"BC63.4Z - Left bundle branch block, fascicle unspecified"
6287,http://id.who.int/icd/entity/1308812299,BC63.5,Nonspecific intraventricular conduction delay,2,TRUE,BC63.5 - Nonspecific intraventricular conduction delay
6288,,BC63.Y,Other specified conduction disorders,2,TRUE,BC63.Y - Other specified conduction disorders
6289,,BC63.Z,"Conduction disorders, unspecified",2,TRUE,"BC63.Z - Conduction disorders, unspecified"
6290,http://id.who.int/icd/entity/1833795233,BC64,Sudden arrhythmic death syndrome,1,TRUE,BC64 - Sudden arrhythmic death syndrome
6291,http://id.who.int/icd/entity/1524522975,BC65,Cardiac arrhythmia associated with genetic disorder,1,FALSE,BC65 - Cardiac arrhythmia associated with genetic disorder
6292,http://id.who.int/icd/entity/1208831985,BC65.0,Long QT syndrome,2,TRUE,BC65.0 - Long QT syndrome
6293,http://id.who.int/icd/entity/1250136584,BC65.1,Brugada syndrome,2,TRUE,BC65.1 - Brugada syndrome
6294,http://id.who.int/icd/entity/553392015,BC65.2,Short QT syndrome,2,TRUE,BC65.2 - Short QT syndrome
6295,http://id.who.int/icd/entity/2074158666,BC65.3,Early repolarisation syndrome,2,TRUE,BC65.3 - Early repolarisation syndrome
6296,http://id.who.int/icd/entity/508776291,BC65.4,Idiopathic ventricular fibrillation,2,TRUE,BC65.4 - Idiopathic ventricular fibrillation
6297,http://id.who.int/icd/entity/976309888,BC65.5,Catecholaminergic polymorphic ventricular tachycardia,2,TRUE,BC65.5 - Catecholaminergic polymorphic ventricular tachycardia
6298,,BC65.Y,Other specified cardiac arrhythmia associated with genetic disorder,2,TRUE,BC65.Y - Other specified cardiac arrhythmia associated with genetic disorder
6299,,BC65.Z,"Cardiac arrhythmia associated with genetic disorder, unspecified",2,TRUE,"BC65.Z - Cardiac arrhythmia associated with genetic disorder, unspecified"
6300,http://id.who.int/icd/entity/1928266781,BC70,Ventricular premature depolarization,1,TRUE,BC70 - Ventricular premature depolarization
6301,http://id.who.int/icd/entity/1612630748,BC71,Ventricular tachyarrhythmia,1,FALSE,BC71 - Ventricular tachyarrhythmia
6302,http://id.who.int/icd/entity/1171837620,BC71.0,Ventricular tachycardia,2,FALSE,BC71.0 - Ventricular tachycardia
6303,http://id.who.int/icd/entity/1417966174,BC71.00,Right outflow tract ventricular tachycardia,3,TRUE,BC71.00 - Right outflow tract ventricular tachycardia
6304,http://id.who.int/icd/entity/16452928,BC71.01,Polymorphic ventricular tachycardia,3,TRUE,BC71.01 - Polymorphic ventricular tachycardia
6305,http://id.who.int/icd/entity/1074183247,BC71.02,Sustained ventricular tachycardia,3,TRUE,BC71.02 - Sustained ventricular tachycardia
6306,http://id.who.int/icd/entity/609527868,BC71.03,Nonsustained ventricular tachycardia,3,TRUE,BC71.03 - Nonsustained ventricular tachycardia
6307,,BC71.0Y,Other specified ventricular tachycardia,3,TRUE,BC71.0Y - Other specified ventricular tachycardia
6308,,BC71.0Z,"Ventricular tachycardia, unspecified",3,TRUE,"BC71.0Z - Ventricular tachycardia, unspecified"
6309,http://id.who.int/icd/entity/1662472992,BC71.1,Ventricular fibrillation,2,TRUE,BC71.1 - Ventricular fibrillation
6310,http://id.who.int/icd/entity/1413369823,BC71.2,Reentry ventricular arrhythmia,2,TRUE,BC71.2 - Reentry ventricular arrhythmia
6311,,BC71.Y,Other specified ventricular tachyarrhythmia,2,TRUE,BC71.Y - Other specified ventricular tachyarrhythmia
6312,,BC71.Z,"Ventricular tachyarrhythmia, unspecified",2,TRUE,"BC71.Z - Ventricular tachyarrhythmia, unspecified"
6313,,BC7Y,Other specified ventricular rhythm disturbance,1,TRUE,BC7Y - Other specified ventricular rhythm disturbance
6314,,BC7Z,"Ventricular rhythm disturbance, unspecified",1,TRUE,"BC7Z - Ventricular rhythm disturbance, unspecified"
6315,http://id.who.int/icd/entity/820469693,BC80,Supraventricular bradyarrhythmia,1,FALSE,BC80 - Supraventricular bradyarrhythmia
6316,http://id.who.int/icd/entity/800198008,BC80.0,Sinus pause,2,TRUE,BC80.0 - Sinus pause
6317,http://id.who.int/icd/entity/335965816,BC80.1,Sinus bradycardia,2,TRUE,BC80.1 - Sinus bradycardia
6318,http://id.who.int/icd/entity/2117800107,BC80.2,Sinus node dysfunction,2,FALSE,BC80.2 - Sinus node dysfunction
6319,http://id.who.int/icd/entity/1682594333,BC80.20,Sick sinus syndrome,3,TRUE,BC80.20 - Sick sinus syndrome
6320,http://id.who.int/icd/entity/884453307,BC80.21,Sinoatrial block,3,TRUE,BC80.21 - Sinoatrial block
6321,,BC80.2Y,Other specified sinus node dysfunction,3,TRUE,BC80.2Y - Other specified sinus node dysfunction
6322,,BC80.2Z,"Sinus node dysfunction, unspecified",3,TRUE,"BC80.2Z - Sinus node dysfunction, unspecified"
6323,,BC80.Y,Other specified supraventricular bradyarrhythmia,2,TRUE,BC80.Y - Other specified supraventricular bradyarrhythmia
6324,,BC80.Z,"Supraventricular bradyarrhythmia, unspecified",2,TRUE,"BC80.Z - Supraventricular bradyarrhythmia, unspecified"
6325,http://id.who.int/icd/entity/113146812,BC81,Supraventricular tachyarrhythmia,1,FALSE,BC81 - Supraventricular tachyarrhythmia
6326,http://id.who.int/icd/entity/639051154,BC81.0,Ectopic atrial tachycardia,2,TRUE,BC81.0 - Ectopic atrial tachycardia
6327,http://id.who.int/icd/entity/962827983,BC81.1,Junctional ectopic tachycardia,2,TRUE,BC81.1 - Junctional ectopic tachycardia
6328,http://id.who.int/icd/entity/337572245,BC81.2,Macro reentrant atrial tachycardia,2,FALSE,BC81.2 - Macro reentrant atrial tachycardia
6329,http://id.who.int/icd/entity/1034471684,BC81.20,Cavotricuspid isthmus dependent macroreentry tachycardia,3,TRUE,BC81.20 - Cavotricuspid isthmus dependent macroreentry tachycardia
6330,http://id.who.int/icd/entity/649668501,BC81.21,"Nonscar, nonisthmus dependent macro reentrant atrial tachycardia",3,TRUE,"BC81.21 - Nonscar, nonisthmus dependent macro reentrant atrial tachycardia"
6331,http://id.who.int/icd/entity/777176937,BC81.22,Scar mediated macro reentrant atrial tachycardia,3,TRUE,BC81.22 - Scar mediated macro reentrant atrial tachycardia
6332,,BC81.2Y,Other specified macro reentrant atrial tachycardia,3,TRUE,BC81.2Y - Other specified macro reentrant atrial tachycardia
6333,,BC81.2Z,"Macro reentrant atrial tachycardia, unspecified",3,TRUE,"BC81.2Z - Macro reentrant atrial tachycardia, unspecified"
6334,http://id.who.int/icd/entity/171698302,BC81.3,Atrial fibrillation,2,FALSE,BC81.3 - Atrial fibrillation
6335,http://id.who.int/icd/entity/542703670,BC81.30,Paroxysmal atrial fibrillation,3,TRUE,BC81.30 - Paroxysmal atrial fibrillation
6336,http://id.who.int/icd/entity/519924384,BC81.31,Persistent atrial fibrillation,3,TRUE,BC81.31 - Persistent atrial fibrillation
6337,http://id.who.int/icd/entity/1486511938,BC81.32,Permanent atrial fibrillation,3,TRUE,BC81.32 - Permanent atrial fibrillation
6338,http://id.who.int/icd/entity/1997938580,BC81.33,Preexcited atrial fibrillation,3,TRUE,BC81.33 - Preexcited atrial fibrillation
6339,,BC81.3Y,Other specified atrial fibrillation,3,TRUE,BC81.3Y - Other specified atrial fibrillation
6340,,BC81.3Z,"Atrial fibrillation, unspecified",3,TRUE,"BC81.3Z - Atrial fibrillation, unspecified"
6341,http://id.who.int/icd/entity/1091030330,BC81.4,WolffParkinsonWhite syndrome,2,TRUE,BC81.4 - WolffParkinsonWhite syndrome
6342,http://id.who.int/icd/entity/1235759573,BC81.5,Sinus node reentrant tachycardia,2,TRUE,BC81.5 - Sinus node reentrant tachycardia
6343,http://id.who.int/icd/entity/1275202242,BC81.6,Inappropriate sinus tachycardia,2,TRUE,BC81.6 - Inappropriate sinus tachycardia
6344,http://id.who.int/icd/entity/874098110,BC81.7,Atrioventricular reciprocating tachycardia,2,FALSE,BC81.7 - Atrioventricular reciprocating tachycardia
6345,http://id.who.int/icd/entity/672544800,BC81.70,"Atrioventricular reciprocating tachycardia, orthodromic",3,TRUE,"BC81.70 - Atrioventricular reciprocating tachycardia, orthodromic"
6346,http://id.who.int/icd/entity/121754383,BC81.71,"Atrioventricular reciprocating tachycardia, antidromic",3,TRUE,"BC81.71 - Atrioventricular reciprocating tachycardia, antidromic"
6347,,BC81.7Y,Other specified atrioventricular reciprocating tachycardia,3,TRUE,BC81.7Y - Other specified atrioventricular reciprocating tachycardia
6348,,BC81.7Z,"Atrioventricular reciprocating tachycardia, unspecified",3,TRUE,"BC81.7Z - Atrioventricular reciprocating tachycardia, unspecified"
6349,http://id.who.int/icd/entity/250656689,BC81.8,Atrioventricular nodal reentry tachycardia,2,TRUE,BC81.8 - Atrioventricular nodal reentry tachycardia
6350,,BC81.Y,Other specified supraventricular tachyarrhythmia,2,TRUE,BC81.Y - Other specified supraventricular tachyarrhythmia
6351,,BC81.Z,"Supraventricular tachyarrhythmia, unspecified",2,TRUE,"BC81.Z - Supraventricular tachyarrhythmia, unspecified"
6352,,BC8Y,Other specified supraventricular rhythm disturbance,1,TRUE,BC8Y - Other specified supraventricular rhythm disturbance
6353,,BC8Z,"Supraventricular rhythm disturbance, unspecified",1,TRUE,"BC8Z - Supraventricular rhythm disturbance, unspecified"
6354,http://id.who.int/icd/entity/1798038448,BC90,Rhythm disturbance at level of atrioventricular junction,1,TRUE,BC90 - Rhythm disturbance at level of atrioventricular junction
6355,http://id.who.int/icd/entity/1136528654,BC91,Pacemaker or implantable cardioverter defibrillator battery at end of battery life,1,TRUE,BC91 - Pacemaker or implantable cardioverter defibrillator battery at end of battery life
6356,,BC9Y,Other specified cardiac arrhythmia,1,TRUE,BC9Y - Other specified cardiac arrhythmia
6357,,BC9Z,"Cardiac arrhythmia, unspecified",1,TRUE,"BC9Z - Cardiac arrhythmia, unspecified"
6358,http://id.who.int/icd/entity/2136808878,BD10,Congestive heart failure,1,TRUE,BD10 - Congestive heart failure
6359,http://id.who.int/icd/entity/437702716,BD11,Left ventricular failure,1,FALSE,BD11 - Left ventricular failure
6360,http://id.who.int/icd/entity/1428007510,BD11.0,Left ventricular failure with preserved ejection fraction,2,TRUE,BD11.0 - Left ventricular failure with preserved ejection fraction
6361,http://id.who.int/icd/entity/572130061,BD11.1,Left ventricular failure with mid range ejection fraction,2,TRUE,BD11.1 - Left ventricular failure with mid range ejection fraction
6362,http://id.who.int/icd/entity/1653508908,BD11.2,Left ventricular failure with reduced ejection fraction,2,TRUE,BD11.2 - Left ventricular failure with reduced ejection fraction
6363,,BD11.Z,"Left ventricular failure, unspecified",2,TRUE,"BD11.Z - Left ventricular failure, unspecified"
6364,http://id.who.int/icd/entity/1754821737,BD12,High output syndromes,1,TRUE,BD12 - High output syndromes
6365,http://id.who.int/icd/entity/1594578199,BD13,Right ventricular failure,1,TRUE,BD13 - Right ventricular failure
6366,http://id.who.int/icd/entity/1992125824,BD14,Biventricular failure,1,TRUE,BD14 - Biventricular failure
6367,,BD1Y,Other specified heart failure,1,TRUE,BD1Y - Other specified heart failure
6368,,BD1Z,"Heart failure, unspecified",1,TRUE,"BD1Z - Heart failure, unspecified"
6369,http://id.who.int/icd/entity/1999156089,BD30,Acute arterial occlusion,1,FALSE,BD30 - Acute arterial occlusion
6370,http://id.who.int/icd/entity/920186263,BD30.0,Acute upper limb arterial occlusion,2,FALSE,BD30.0 - Acute upper limb arterial occlusion
6371,http://id.who.int/icd/entity/1953568729,BD30.00,Acute thromboembolic upper limb arterial occlusion,3,TRUE,BD30.00 - Acute thromboembolic upper limb arterial occlusion
6372,http://id.who.int/icd/entity/1432691847,BD30.01,Acute thrombotic upper limb arterial occlusion,3,TRUE,BD30.01 - Acute thrombotic upper limb arterial occlusion
6373,,BD30.0Y,Other specified acute upper limb arterial occlusion,3,TRUE,BD30.0Y - Other specified acute upper limb arterial occlusion
6374,,BD30.0Z,"Acute upper limb arterial occlusion, unspecified",3,TRUE,"BD30.0Z - Acute upper limb arterial occlusion, unspecified"
6375,http://id.who.int/icd/entity/151322852,BD30.1,Acute aortoiliac occlusion,2,FALSE,BD30.1 - Acute aortoiliac occlusion
6376,http://id.who.int/icd/entity/1704430258,BD30.10,Acute thromboembolic aortoiliac occlusion,3,TRUE,BD30.10 - Acute thromboembolic aortoiliac occlusion
6377,http://id.who.int/icd/entity/947384862,BD30.11,Acute thrombotic aortoiliac occlusion,3,TRUE,BD30.11 - Acute thrombotic aortoiliac occlusion
6378,,BD30.1Y,Other specified acute aortoiliac occlusion,3,TRUE,BD30.1Y - Other specified acute aortoiliac occlusion
6379,,BD30.1Z,"Acute aortoiliac occlusion, unspecified",3,TRUE,"BD30.1Z - Acute aortoiliac occlusion, unspecified"
6380,http://id.who.int/icd/entity/1050026394,BD30.2,Acute lower limb arterial occlusion,2,FALSE,BD30.2 - Acute lower limb arterial occlusion
6381,http://id.who.int/icd/entity/289069645,BD30.20,Acute thromboembolic lower limb arterial occlusion,3,TRUE,BD30.20 - Acute thromboembolic lower limb arterial occlusion
6382,http://id.who.int/icd/entity/452206713,BD30.21,Acute thrombotic lower limb arterial occlusion,3,TRUE,BD30.21 - Acute thrombotic lower limb arterial occlusion
6383,,BD30.2Y,Other specified acute lower limb arterial occlusion,3,TRUE,BD30.2Y - Other specified acute lower limb arterial occlusion
6384,,BD30.2Z,"Acute lower limb arterial occlusion, unspecified",3,TRUE,"BD30.2Z - Acute lower limb arterial occlusion, unspecified"
6385,,BD30.Y,Other specified acute arterial occlusion,2,TRUE,BD30.Y - Other specified acute arterial occlusion
6386,,BD30.Z,"Acute arterial occlusion, unspecified",2,TRUE,"BD30.Z - Acute arterial occlusion, unspecified"
6387,http://id.who.int/icd/entity/109367356,BD40,Atherosclerotic chronic arterial occlusive disease,1,FALSE,BD40 - Atherosclerotic chronic arterial occlusive disease
6388,http://id.who.int/icd/entity/897545836,BD40.0,Lower limb atherosclerosis,2,TRUE,BD40.0 - Lower limb atherosclerosis
6389,http://id.who.int/icd/entity/1600740300,BD40.1,Atherosclerosis of aorta,2,TRUE,BD40.1 - Atherosclerosis of aorta
6390,http://id.who.int/icd/entity/975345242,BD40.2,Atherosclerosis of renal artery,2,TRUE,BD40.2 - Atherosclerosis of renal artery
6391,http://id.who.int/icd/entity/2027292232,BD40.3,Aortic bifurcation syndrome,2,TRUE,BD40.3 - Aortic bifurcation syndrome
6392,,BD40.Y,Other specified atherosclerotic chronic arterial occlusive disease,2,TRUE,BD40.Y - Other specified atherosclerotic chronic arterial occlusive disease
6393,,BD40.Z,"Atherosclerotic chronic arterial occlusive disease, unspecified",2,TRUE,"BD40.Z - Atherosclerotic chronic arterial occlusive disease, unspecified"
6394,http://id.who.int/icd/entity/75447191,BD41,Nonatherosclerotic chronic arterial occlusive disease,1,FALSE,BD41 - Nonatherosclerotic chronic arterial occlusive disease
6395,http://id.who.int/icd/entity/280853107,BD41.0,Arterial fibromuscular dysplasia,2,TRUE,BD41.0 - Arterial fibromuscular dysplasia
6396,,BD41.Y,Other specified nonatherosclerotic chronic arterial occlusive disease,2,TRUE,BD41.Y - Other specified nonatherosclerotic chronic arterial occlusive disease
6397,,BD41.Z,"Nonatherosclerotic chronic arterial occlusive disease, unspecified",2,TRUE,"BD41.Z - Nonatherosclerotic chronic arterial occlusive disease, unspecified"
6398,http://id.who.int/icd/entity/2038606821,BD42,Raynaud phenomenon,1,FALSE,BD42 - Raynaud phenomenon
6399,http://id.who.int/icd/entity/1592720372,BD42.0,Primary Raynaud disease,2,TRUE,BD42.0 - Primary Raynaud disease
6400,http://id.who.int/icd/entity/1629027778,BD42.1,Secondary Raynaud phenomenon,2,TRUE,BD42.1 - Secondary Raynaud phenomenon
6401,,BD42.Z,"Raynaud phenomenon, unspecified",2,TRUE,"BD42.Z - Raynaud phenomenon, unspecified"
6402,,BD4Y,Other specified chronic arterial occlusive disease,1,TRUE,BD4Y - Other specified chronic arterial occlusive disease
6403,,BD4Z,"Chronic arterial occlusive disease, unspecified",1,TRUE,"BD4Z - Chronic arterial occlusive disease, unspecified"
6404,http://id.who.int/icd/entity/1674517934,BD50,Aortic aneurysm or dissection,1,FALSE,BD50 - Aortic aneurysm or dissection
6405,http://id.who.int/icd/entity/1938903985,BD50.0,"Thoracic aortic dissection, ascending aorta dissection and propagation beyond arch",2,FALSE,"BD50.0 - Thoracic aortic dissection, ascending aorta dissection and propagation beyond arch"
6406,http://id.who.int/icd/entity/2021533373,BD50.00,"Thoracic aortic dissection, ascending aorta dissection and propagation beyond arch with perforation",3,TRUE,"BD50.00 - Thoracic aortic dissection, ascending aorta dissection and propagation beyond arch with perforation"
6407,http://id.who.int/icd/entity/1756675851,BD50.01,"Thoracic aortic dissection, ascending aorta dissection and propagation beyond arch with rupture",3,TRUE,"BD50.01 - Thoracic aortic dissection, ascending aorta dissection and propagation beyond arch with rupture"
6408,http://id.who.int/icd/entity/392848518,BD50.02,"Thoracic aortic dissection, ascending aorta dissection and propagation beyond arch without mention of perforation or rupture",3,TRUE,"BD50.02 - Thoracic aortic dissection, ascending aorta dissection and propagation beyond arch without mention of perforation or rupture"
6409,,BD50.0Y,"Other specified thoracic aortic dissection, ascending aorta dissection and propagation beyond arch",3,TRUE,"BD50.0Y - Other specified thoracic aortic dissection, ascending aorta dissection and propagation beyond arch"
6410,,BD50.0Z,"Thoracic aortic dissection, ascending aorta dissection and propagation beyond arch, unspecified",3,TRUE,"BD50.0Z - Thoracic aortic dissection, ascending aorta dissection and propagation beyond arch, unspecified"
6411,http://id.who.int/icd/entity/1360167380,BD50.1,Ascending aorta dissection not beyond arch,2,FALSE,BD50.1 - Ascending aorta dissection not beyond arch
6412,http://id.who.int/icd/entity/645367486,BD50.10,Ascending aorta dissection not beyond arch with perforation,3,TRUE,BD50.10 - Ascending aorta dissection not beyond arch with perforation
6413,http://id.who.int/icd/entity/1022152488,BD50.11,Ascending aorta dissection not beyond arch with rupture,3,TRUE,BD50.11 - Ascending aorta dissection not beyond arch with rupture
6414,http://id.who.int/icd/entity/1127355561,BD50.12,Ascending aorta dissection not beyond arch without mention of perforation or rupture,3,TRUE,BD50.12 - Ascending aorta dissection not beyond arch without mention of perforation or rupture
6415,,BD50.1Y,Other specified ascending aorta dissection not beyond arch,3,TRUE,BD50.1Y - Other specified ascending aorta dissection not beyond arch
6416,,BD50.1Z,"Ascending aorta dissection not beyond arch, unspecified",3,TRUE,"BD50.1Z - Ascending aorta dissection not beyond arch, unspecified"
6417,http://id.who.int/icd/entity/1719771306,BD50.2,Descending aorta dissection and distal propagation,2,FALSE,BD50.2 - Descending aorta dissection and distal propagation
6418,http://id.who.int/icd/entity/1018070982,BD50.20,Descending aorta dissection and distal propagation with perforation,3,TRUE,BD50.20 - Descending aorta dissection and distal propagation with perforation
6419,http://id.who.int/icd/entity/1942832477,BD50.21,Descending aorta dissection and distal propagation with rupture,3,TRUE,BD50.21 - Descending aorta dissection and distal propagation with rupture
6420,http://id.who.int/icd/entity/1575091875,BD50.22,Descending aorta dissection and distal propagation without mention of perforation or rupture,3,TRUE,BD50.22 - Descending aorta dissection and distal propagation without mention of perforation or rupture
6421,,BD50.2Y,Other specified descending aorta dissection and distal propagation,3,TRUE,BD50.2Y - Other specified descending aorta dissection and distal propagation
6422,,BD50.2Z,"Descending aorta dissection and distal propagation, unspecified",3,TRUE,"BD50.2Z - Descending aorta dissection and distal propagation, unspecified"
6423,http://id.who.int/icd/entity/1383534118,BD50.3,Thoracic aortic aneurysm,2,FALSE,BD50.3 - Thoracic aortic aneurysm
6424,http://id.who.int/icd/entity/308552628,BD50.30,Thoracic aortic aneurysm with perforation,3,TRUE,BD50.30 - Thoracic aortic aneurysm with perforation
6425,http://id.who.int/icd/entity/1238851281,BD50.31,Thoracic aortic aneurysm with rupture,3,TRUE,BD50.31 - Thoracic aortic aneurysm with rupture
6426,http://id.who.int/icd/entity/1999731865,BD50.32,Thoracic aortic aneurysm without mention of perforation or rupture,3,TRUE,BD50.32 - Thoracic aortic aneurysm without mention of perforation or rupture
6427,,BD50.3Y,Other specified thoracic aortic aneurysm,3,TRUE,BD50.3Y - Other specified thoracic aortic aneurysm
6428,,BD50.3Z,"Thoracic aortic aneurysm, unspecified",3,TRUE,"BD50.3Z - Thoracic aortic aneurysm, unspecified"
6429,http://id.who.int/icd/entity/1154633768,BD50.4,Abdominal aortic aneurysm,2,FALSE,BD50.4 - Abdominal aortic aneurysm
6430,http://id.who.int/icd/entity/1392255323,BD50.40,Abdominal aortic aneurysm with perforation,3,TRUE,BD50.40 - Abdominal aortic aneurysm with perforation
6431,http://id.who.int/icd/entity/926729140,BD50.41,Abdominal aortic aneurysm with rupture,3,TRUE,BD50.41 - Abdominal aortic aneurysm with rupture
6432,,BD50.4Y,Other specified abdominal aortic aneurysm,3,TRUE,BD50.4Y - Other specified abdominal aortic aneurysm
6433,,BD50.4Z,"Abdominal aortic aneurysm, unspecified",3,TRUE,"BD50.4Z - Abdominal aortic aneurysm, unspecified"
6434,http://id.who.int/icd/entity/1429523789,BD50.5,Thoracoabdominal aortic aneurysm,2,FALSE,BD50.5 - Thoracoabdominal aortic aneurysm
6435,http://id.who.int/icd/entity/1179958923,BD50.50,Thoracoabdominal aortic aneurysm with perforation,3,TRUE,BD50.50 - Thoracoabdominal aortic aneurysm with perforation
6436,http://id.who.int/icd/entity/563715506,BD50.51,Thoracoabdominal aortic aneurysm with rupture,3,TRUE,BD50.51 - Thoracoabdominal aortic aneurysm with rupture
6437,http://id.who.int/icd/entity/1481371391,BD50.52,Thoracoabdominal aortic aneurysm without mention of perforation or rupture,3,TRUE,BD50.52 - Thoracoabdominal aortic aneurysm without mention of perforation or rupture
6438,,BD50.5Y,Other specified thoracoabdominal aortic aneurysm,3,TRUE,BD50.5Y - Other specified thoracoabdominal aortic aneurysm
6439,,BD50.5Z,"Thoracoabdominal aortic aneurysm, unspecified",3,TRUE,"BD50.5Z - Thoracoabdominal aortic aneurysm, unspecified"
6440,,BD50.Z,"Aortic aneurysm or dissection, unspecified",2,TRUE,"BD50.Z - Aortic aneurysm or dissection, unspecified"
6441,http://id.who.int/icd/entity/392318289,BD51,"Arterial aneurysm or dissection, excluding aorta",1,FALSE,"BD51 - Arterial aneurysm or dissection, excluding aorta"
6442,http://id.who.int/icd/entity/1108751219,BD51.0,Aneurysm or dissection of carotid artery,2,TRUE,BD51.0 - Aneurysm or dissection of carotid artery
6443,http://id.who.int/icd/entity/1866555632,BD51.1,Aneurysm or dissection of vertebral artery,2,TRUE,BD51.1 - Aneurysm or dissection of vertebral artery
6444,http://id.who.int/icd/entity/1881176915,BD51.2,Aneurysm or dissection of other precerebral arteries,2,TRUE,BD51.2 - Aneurysm or dissection of other precerebral arteries
6445,http://id.who.int/icd/entity/660471527,BD51.3,Aneurysm or dissection of artery of upper extremity,2,TRUE,BD51.3 - Aneurysm or dissection of artery of upper extremity
6446,http://id.who.int/icd/entity/1408282138,BD51.4,Aneurysm or dissection of renal artery,2,TRUE,BD51.4 - Aneurysm or dissection of renal artery
6447,http://id.who.int/icd/entity/918250380,BD51.5,Aneurysm or dissection of iliac artery,2,TRUE,BD51.5 - Aneurysm or dissection of iliac artery
6448,http://id.who.int/icd/entity/1163259928,BD51.6,Aneurysm or dissection of artery of lower extremity,2,TRUE,BD51.6 - Aneurysm or dissection of artery of lower extremity
6449,,BD51.Y,"Aneurysm and dissection of other artery, excluding aorta",2,TRUE,"BD51.Y - Aneurysm and dissection of other artery, excluding aorta"
6450,,BD51.Z,Aneurysm and dissection of unspecified artery,2,TRUE,BD51.Z - Aneurysm and dissection of unspecified artery
6451,http://id.who.int/icd/entity/1969898416,BD52,Certain specified disorders of arteries or arterioles,1,FALSE,BD52 - Certain specified disorders of arteries or arterioles
6452,http://id.who.int/icd/entity/1160127418,BD52.0,Segmental arterial mediolysis,2,TRUE,BD52.0 - Segmental arterial mediolysis
6453,http://id.who.int/icd/entity/1678781070,BD52.1,"Arteriovenous fistula, acquired",2,TRUE,"BD52.1 - Arteriovenous fistula, acquired"
6454,http://id.who.int/icd/entity/22800152,BD52.2,Stricture of artery,2,TRUE,BD52.2 - Stricture of artery
6455,http://id.who.int/icd/entity/1979103207,BD52.3,Rupture of artery,2,TRUE,BD52.3 - Rupture of artery
6456,http://id.who.int/icd/entity/102245491,BD52.4,Necrosis of artery,2,TRUE,BD52.4 - Necrosis of artery
6457,http://id.who.int/icd/entity/1666443751,BD52.5,Coeliac artery compression syndrome,2,TRUE,BD52.5 - Coeliac artery compression syndrome
6458,http://id.who.int/icd/entity/330711530,BD52.6,Congenital great vessel related acquired abnormality,2,TRUE,BD52.6 - Congenital great vessel related acquired abnormality
6459,http://id.who.int/icd/entity/2068634895,BD52.7,Certain acquired abnormalities of aorta,2,FALSE,BD52.7 - Certain acquired abnormalities of aorta
6460,http://id.who.int/icd/entity/1289747569,BD52.70,Acquired abnormality of aortic arch branch,3,TRUE,BD52.70 - Acquired abnormality of aortic arch branch
6461,http://id.who.int/icd/entity/331905400,BD52.71,Acquired ascending aorta or root dilation,3,TRUE,BD52.71 - Acquired ascending aorta or root dilation
6462,,BD52.7Y,Other specified certain acquired abnormalities of aorta,3,TRUE,BD52.7Y - Other specified certain acquired abnormalities of aorta
6463,,BD52.7Z,"Certain acquired abnormalities of aorta, unspecified",3,TRUE,"BD52.7Z - Certain acquired abnormalities of aorta, unspecified"
6464,http://id.who.int/icd/entity/1833474936,BD53,Secondary disorders of arteries and arterioles,1,FALSE,BD53 - Secondary disorders of arteries and arterioles
6465,http://id.who.int/icd/entity/32978551,BD53.0,Arterial cystic medial diseases,2,TRUE,BD53.0 - Arterial cystic medial diseases
6466,http://id.who.int/icd/entity/350733678,BD53.1,Hypothenar hammer syndrome,2,TRUE,BD53.1 - Hypothenar hammer syndrome
6467,http://id.who.int/icd/entity/2087708304,BD53.2,Iliac artery arteriopathy,2,TRUE,BD53.2 - Iliac artery arteriopathy
6468,http://id.who.int/icd/entity/912529161,BD53.3,Popliteal entrapment syndrome,2,TRUE,BD53.3 - Popliteal entrapment syndrome
6469,http://id.who.int/icd/entity/1159817088,BD53.4,Cholesterol atheroembolism,2,FALSE,BD53.4 - Cholesterol atheroembolism
6470,http://id.who.int/icd/entity/1376379063,BD53.40,Cholesterol atheroembolism to kidneys,3,TRUE,BD53.40 - Cholesterol atheroembolism to kidneys
6471,,BD53.4Y,Cholesterol atheroembolism to other specified sites,3,TRUE,BD53.4Y - Cholesterol atheroembolism to other specified sites
6472,,BD53.4Z,Cholesterol atheroembolism to unspecified site,3,TRUE,BD53.4Z - Cholesterol atheroembolism to unspecified site
6473,,BD53.Y,Other specified secondary disorders of arteries and arterioles,2,TRUE,BD53.Y - Other specified secondary disorders of arteries and arterioles
